Commodity Group,Commodity,MSP (Rs./Quintal),Date,Price,Arrival (Metric Tonnes)
Oil Seeds,Copra,12100,2025-05-20,10426.56,6239.61
Oil Seeds,Groundnut,7263,2025-05-20,7018.93,32046.99
Oil Seeds,Mustard,6200,2025-05-20,5313.43,151254.91
Oil Seeds,Safflower,6540,2025-05-20,6458.62,57884.49
Oil Seeds,Sesamum,9846,2025-05-20,11027.77,23271.99
Oil Seeds,Soyabean,5328,2025-05-20,6056.74,62827.65
Oil Seeds,Sunflower,7721,2025-05-20,8620.66,120608.43
Pulses,Arhar,8000,2025-05-20,8784.1,196803.43
Pulses,Bengal Gram,5875,2025-05-20,5502.06,192229.04
Pulses,Black Gram,7800,2025-05-20,7541.39,77133.11
Pulses,Green Gram,8768,2025-05-20,8348.15,108304.45
Pulses,Lentil,7000,2025-05-20,6273.7,110764.61
Vegetables,Onion,0,2025-05-20,1123.55,166738.31
Vegetables,Potato,0,2025-05-20,884.67,51904.01
Vegetables,Tomato,0,2025-05-20,602.44,68522.47
Cereals,Bajra,2775,2025-05-21,2583.73,193285.16
Cereals,Barley,2150,2025-05-21,2187.22,69488.04
Cereals,Jowar,3699,2025-05-21,3788.29,27882.38
Cereals,Maize,2400,2025-05-21,2359.71,125265.55
Cereals,Paddy,2369,2025-05-21,2361.11,80385.67
Cereals,Ragi,4886,2025-05-21,5609.88,176068.94
Cereals,Wheat,2585,2025-05-21,2680.7,113897.0
Fibre Crops,Cotton,7710,2025-05-21,7989.09,40302.36
Oil Seeds,Copra,12100,2025-05-21,11719.35,7939.93
Oil Seeds,Groundnut,7263,2025-05-21,7209.72,108627.77
Oil Seeds,Mustard,6200,2025-05-21,5693.61,192807.57
Oil Seeds,Safflower,6540,2025-05-21,7343.35,144442.54
Oil Seeds,Sesamum,9846,2025-05-21,9944.62,174000.33
Oil Seeds,Soyabean,5328,2025-05-21,4737.63,158112.43
Oil Seeds,Sunflower,7721,2025-05-21,6851.97,158852.42
Pulses,Arhar,8000,2025-05-21,7461.84,175424.26
Pulses,Bengal Gram,5875,2025-05-21,6657.62,29801.75
Pulses,Black Gram,7800,2025-05-21,7712.66,196198.43
Pulses,Green Gram,8768,2025-05-21,8724.35,172716.33
Pulses,Lentil,7000,2025-05-21,7186.34,75097.22
Vegetables,Onion,0,2025-05-21,715.82,152371.55
Vegetables,Potato,0,2025-05-21,889.54,98490.48
Vegetables,Tomato,0,2025-05-21,1195.43,196148.83
Cereals,Bajra,2775,2025-05-22,2698.06,165512.41
Cereals,Barley,2150,2025-05-22,2320.62,114727.11
Cereals,Jowar,3699,2025-05-22,4205.08,40134.88
Cereals,Maize,2400,2025-05-22,2118.67,170799.7
Cereals,Paddy,2369,2025-05-22,2325.75,169401.42
Cereals,Ragi,4886,2025-05-22,5462.19,12538.4
Cereals,Wheat,2585,2025-05-22,2882.38,89691.4
Fibre Crops,Cotton,7710,2025-05-22,7734.13,125337.17
Oil Seeds,Copra,12100,2025-05-22,13647.77,3872.26
Oil Seeds,Groundnut,7263,2025-05-22,7212.54,137560.02
Oil Seeds,Mustard,6200,2025-05-22,6614.23,138521.86
Oil Seeds,Safflower,6540,2025-05-22,5822.76,59914.15
Oil Seeds,Sesamum,9846,2025-05-22,9428.67,160897.22
Oil Seeds,Soyabean,5328,2025-05-22,4974.37,42180.46
Oil Seeds,Sunflower,7721,2025-05-22,8780.59,1822.21
Pulses,Arhar,8000,2025-05-22,9194.77,135380.42
Pulses,Bengal Gram,5875,2025-05-22,6453.93,58959.15
Pulses,Black Gram,7800,2025-05-22,6663.5,147587.01
Pulses,Green Gram,8768,2025-05-22,9646.93,148108.2
Pulses,Lentil,7000,2025-05-22,6249.99,150697.91
Vegetables,Onion,0,2025-05-22,1329.28,153234.88
Vegetables,Potato,0,2025-05-22,1391.79,17766.51
Vegetables,Tomato,0,2025-05-22,862.49,81538.23
Cereals,Bajra,2775,2025-05-23,2697.67,13248.67
Cereals,Barley,2150,2025-05-23,2052.49,22244.07
Cereals,Jowar,3699,2025-05-23,4041.05,189540.22
Cereals,Maize,2400,2025-05-23,2092.07,191025.29
Cereals,Paddy,2369,2025-05-23,2385.05,59948.16
Cereals,Ragi,4886,2025-05-23,4265.76,100149.82
Cereals,Wheat,2585,2025-05-23,2813.4,141431.94
Fibre Crops,Cotton,7710,2025-05-23,6669.67,14626.72
Oil Seeds,Copra,12100,2025-05-23,11747.43,59093.33
Oil Seeds,Groundnut,7263,2025-05-23,6679.89,56236.85
Oil Seeds,Mustard,6200,2025-05-23,6764.48,185849.15
Oil Seeds,Safflower,6540,2025-05-23,6353.81,181226.89
Oil Seeds,Sesamum,9846,2025-05-23,9318.73,95313.58
Oil Seeds,Soyabean,5328,2025-05-23,4890.08,128113.18
Oil Seeds,Sunflower,7721,2025-05-23,8830.46,120718.44
Pulses,Arhar,8000,2025-05-23,7658.75,129581.1
Pulses,Bengal Gram,5875,2025-05-23,5210.4,177737.38
Pulses,Black Gram,7800,2025-05-23,7807.22,89897.48
Pulses,Green Gram,8768,2025-05-23,8993.86,124975.53
Pulses,Lentil,7000,2025-05-23,6100.73,136539.31
Vegetables,Onion,0,2025-05-23,789.55,164515.83
Vegetables,Potato,0,2025-05-23,1324.5,104057.97
Vegetables,Tomato,0,2025-05-23,695.98,54318.31
Cereals,Bajra,2775,2025-05-24,2772.25,56890.6
Cereals,Barley,2150,2025-05-24,1913.82,125930.06
Cereals,Jowar,3699,2025-05-24,3204.44,149741.61
Cereals,Maize,2400,2025-05-24,2268.66,76.93
Cereals,Paddy,2369,2025-05-24,2376.91,9418.04
Cereals,Ragi,4886,2025-05-24,4557.91,141409.95
Cereals,Wheat,2585,2025-05-24,2245.87,167875.73
Fibre Crops,Cotton,7710,2025-05-24,6562.34,49402.43
Oil Seeds,Copra,12100,2025-05-24,12974.48,63288.22
Oil Seeds,Groundnut,7263,2025-05-24,6395.56,72078.77
Oil Seeds,Mustard,6200,2025-05-24,5772.93,168550.24
Oil Seeds,Safflower,6540,2025-05-24,6173.79,157797.05
Oil Seeds,Sesamum,9846,2025-05-24,11003.51,86791.79
Oil Seeds,Soyabean,5328,2025-05-24,5983.25,75494.74
Oil Seeds,Sunflower,7721,2025-05-24,8795.94,17903.44
Pulses,Arhar,8000,2025-05-24,8448.85,98788.12
Pulses,Bengal Gram,5875,2025-05-24,5676.98,126560.74
Pulses,Black Gram,7800,2025-05-24,8277.03,922.44
Pulses,Green Gram,8768,2025-05-24,7891.95,142623.56
Pulses,Lentil,7000,2025-05-24,7349.41,193211.2
Vegetables,Onion,0,2025-05-24,1431.57,140522.97
Vegetables,Potato,0,2025-05-24,703.57,156375.68
Vegetables,Tomato,0,2025-05-24,989.07,72042.09
Cereals,Bajra,2775,2025-05-25,3155.29,100105.21
Cereals,Barley,2150,2025-05-25,2106.61,91567.04
Cereals,Jowar,3699,2025-05-25,3375.95,73773.0
Cereals,Maize,2400,2025-05-25,2306.27,10518.39
Cereals,Paddy,2369,2025-05-25,2559.16,83330.06
Cereals,Ragi,4886,2025-05-25,5358.25,170077.08
Cereals,Wheat,2585,2025-05-25,2361.65,131487.83
Fibre Crops,Cotton,7710,2025-05-25,7645.89,176037.34
Oil Seeds,Copra,12100,2025-05-25,11068.14,135578.75
Oil Seeds,Groundnut,7263,2025-05-25,7497.78,59095.53
Oil Seeds,Mustard,6200,2025-05-25,5524.08,130345.37
Oil Seeds,Safflower,6540,2025-05-25,7008.13,63159.69
Oil Seeds,Sesamum,9846,2025-05-25,10273.81,79056.42
Oil Seeds,Soyabean,5328,2025-05-25,5668.79,39883.09
Oil Seeds,Sunflower,7721,2025-05-25,8624.86,57517.55
Pulses,Arhar,8000,2025-05-25,7682.69,11665.49
Pulses,Bengal Gram,5875,2025-05-25,5190.29,103196.59
Pulses,Black Gram,7800,2025-05-25,7256.17,167104.27
Pulses,Green Gram,8768,2025-05-25,7491.45,75849.86
Pulses,Lentil,7000,2025-05-25,6658.43,3914.56
Vegetables,Onion,0,2025-05-25,608.19,98598.27
Vegetables,Potato,0,2025-05-25,912.68,119046.58
Vegetables,Tomato,0,2025-05-25,504.43,192701.67
Cereals,Bajra,2775,2025-05-26,2790.84,135524.58
Cereals,Barley,2150,2025-05-26,2028.65,154809.58
Cereals,Jowar,3699,2025-05-26,4001.86,104283.14
Cereals,Maize,2400,2025-05-26,2742.73,25153.77
Cereals,Paddy,2369,2025-05-26,2025.69,154043.13
Cereals,Ragi,4886,2025-05-26,5336.23,24085.44
Cereals,Wheat,2585,2025-05-26,2403.21,3559.6
Fibre Crops,Cotton,7710,2025-05-26,7231.92,154639.72
Oil Seeds,Copra,12100,2025-05-26,12165.2,69651.71
Oil Seeds,Groundnut,7263,2025-05-26,6983.53,320.66
Oil Seeds,Mustard,6200,2025-05-26,5827.63,129309.43
Oil Seeds,Safflower,6540,2025-05-26,7470.37,169419.81
Oil Seeds,Sesamum,9846,2025-05-26,8438.79,179717.19
Oil Seeds,Soyabean,5328,2025-05-26,5780.66,156086.21
Oil Seeds,Sunflower,7721,2025-05-26,7623.71,79631.16
Pulses,Arhar,8000,2025-05-26,7527.0,13185.69
Pulses,Bengal Gram,5875,2025-05-26,5396.01,49358.4
Pulses,Black Gram,7800,2025-05-26,7762.74,149501.51
Pulses,Green Gram,8768,2025-05-26,8699.11,11616.0
Pulses,Lentil,7000,2025-05-26,7961.36,188547.73
Vegetables,Onion,0,2025-05-26,1474.62,108919.24
Vegetables,Potato,0,2025-05-26,1276.53,73167.87
Vegetables,Tomato,0,2025-05-26,659.19,28203.55
Cereals,Bajra,2775,2025-05-27,2876.91,156275.31
Cereals,Barley,2150,2025-05-27,2200.5,29435.19
Cereals,Jowar,3699,2025-05-27,4044.25,127209.14
Cereals,Maize,2400,2025-05-27,2319.48,134842.35
Cereals,Paddy,2369,2025-05-27,2198.36,69071.18
Cereals,Ragi,4886,2025-05-27,5497.95,58136.38
Cereals,Wheat,2585,2025-05-27,2561.73,178033.72
Fibre Crops,Cotton,7710,2025-05-27,8190.46,12487.54
Oil Seeds,Copra,12100,2025-05-27,10819.71,1617.93
Oil Seeds,Groundnut,7263,2025-05-27,7548.27,89562.3
Oil Seeds,Mustard,6200,2025-05-27,5519.75,191588.93
Oil Seeds,Safflower,6540,2025-05-27,6598.19,48416.56
Oil Seeds,Sesamum,9846,2025-05-27,9847.78,135940.09
Oil Seeds,Soyabean,5328,2025-05-27,4650.66,54977.03
Oil Seeds,Sunflower,7721,2025-05-27,8432.02,91959.99
Pulses,Arhar,8000,2025-05-27,8111.79,86591.56
Pulses,Bengal Gram,5875,2025-05-27,5071.12,33191.67
Pulses,Black Gram,7800,2025-05-27,7672.57,41876.63
Pulses,Green Gram,8768,2025-05-27,7584.26,168737.75
Pulses,Lentil,7000,2025-05-27,8010.5,158638.92
Vegetables,Onion,0,2025-05-27,1248.99,192127.36
Vegetables,Potato,0,2025-05-27,791.31,198964.12
Vegetables,Tomato,0,2025-05-27,1386.63,113929.48
Cereals,Bajra,2775,2025-05-28,2574.82,87427.33
Cereals,Barley,2150,2025-05-28,2210.35,14662.66
Cereals,Jowar,3699,2025-05-28,3834.76,196236.51
Cereals,Maize,2400,2025-05-28,2176.88,158529.39
Cereals,Paddy,2369,2025-05-28,2658.89,188743.13
Cereals,Ragi,4886,2025-05-28,5560.47,104315.85
Cereals,Wheat,2585,2025-05-28,2955.15,151474.18
Fibre Crops,Cotton,7710,2025-05-28,6927.45,95406.18
Oil Seeds,Copra,12100,2025-05-28,12892.54,49505.7
Oil Seeds,Groundnut,7263,2025-05-28,7569.39,133336.77
Oil Seeds,Mustard,6200,2025-05-28,5572.62,113038.81
Oil Seeds,Safflower,6540,2025-05-28,7072.93,99804.19
Oil Seeds,Sesamum,9846,2025-05-28,8404.85,1857.24
Oil Seeds,Soyabean,5328,2025-05-28,5099.48,185242.5
Oil Seeds,Sunflower,7721,2025-05-28,7092.53,126891.02
Pulses,Arhar,8000,2025-05-28,7332.98,64367.91
Pulses,Bengal Gram,5875,2025-05-28,6488.42,145785.85
Pulses,Black Gram,7800,2025-05-28,6853.23,85768.97
Pulses,Green Gram,8768,2025-05-28,7529.53,96203.98
Pulses,Lentil,7000,2025-05-28,7341.11,23744.6
Vegetables,Onion,0,2025-05-28,764.71,183910.23
Vegetables,Potato,0,2025-05-28,1289.39,152213.53
Vegetables,Tomato,0,2025-05-28,843.6,150865.28
Cereals,Bajra,2775,2025-05-29,3123.34,190188.17
Cereals,Barley,2150,2025-05-29,2199.74,71456.38
Cereals,Jowar,3699,2025-05-29,4018.09,50237.73
Cereals,Maize,2400,2025-05-29,2446.13,71747.76
Cereals,Paddy,2369,2025-05-29,2480.32,48117.76
Cereals,Ragi,4886,2025-05-29,4433.94,183651.91
Cereals,Wheat,2585,2025-05-29,2276.2,101216.28
Fibre Crops,Cotton,7710,2025-05-29,7064.33,7834.05
Oil Seeds,Copra,12100,2025-05-29,10415.75,35085.59
Oil Seeds,Groundnut,7263,2025-05-29,8062.16,56531.62
Oil Seeds,Mustard,6200,2025-05-29,7037.85,116345.38
Oil Seeds,Safflower,6540,2025-05-29,6415.64,116038.76
Oil Seeds,Sesamum,9846,2025-05-29,9895.32,151767.31
Oil Seeds,Soyabean,5328,2025-05-29,4980.34,70642.43
Oil Seeds,Sunflower,7721,2025-05-29,8633.84,189293.98
Pulses,Arhar,8000,2025-05-29,8942.14,83918.63
Pulses,Bengal Gram,5875,2025-05-29,6369.14,95293.33
Pulses,Black Gram,7800,2025-05-29,7794.24,40975.79
Pulses,Green Gram,8768,2025-05-29,9007.71,37267.87
Pulses,Lentil,7000,2025-05-29,6646.29,171013.29
Vegetables,Onion,0,2025-05-29,616.11,13848.07
Vegetables,Potato,0,2025-05-29,1443.78,81911.94
Vegetables,Tomato,0,2025-05-29,1442.95,66471.6
Cereals,Bajra,2775,2025-05-30,2936.19,154236.01
Cereals,Barley,2150,2025-05-30,2249.75,30361.44
Cereals,Jowar,3699,2025-05-30,4116.12,107841.96
Cereals,Maize,2400,2025-05-30,2243.38,85074.38
Cereals,Paddy,2369,2025-05-30,2040.35,25616.97
Cereals,Ragi,4886,2025-05-30,5275.24,52.33
Cereals,Wheat,2585,2025-05-30,2520.3,104525.91
Fibre Crops,Cotton,7710,2025-05-30,6679.87,194616.98
Oil Seeds,Copra,12100,2025-05-30,11105.83,60874.53
Oil Seeds,Groundnut,7263,2025-05-30,6835.81,46121.81
Oil Seeds,Mustard,6200,2025-05-30,5272.74,145882.49
Oil Seeds,Safflower,6540,2025-05-30,7455.95,44897.48
Oil Seeds,Sesamum,9846,2025-05-30,10327.61,148392.17
Oil Seeds,Soyabean,5328,2025-05-30,5884.92,84554.71
Oil Seeds,Sunflower,7721,2025-05-30,7264.53,65092.76
Pulses,Arhar,8000,2025-05-30,8510.29,163365.05
Pulses,Bengal Gram,5875,2025-05-30,5313.84,74219.65
Pulses,Black Gram,7800,2025-05-30,8740.54,161348.37
Pulses,Green Gram,8768,2025-05-30,10043.37,150861.94
Pulses,Lentil,7000,2025-05-30,6775.71,118148.03
Vegetables,Onion,0,2025-05-30,1014.19,108922.17
Vegetables,Potato,0,2025-05-30,1088.63,156137.31
Vegetables,Tomato,0,2025-05-30,1230.8,8532.34
Cereals,Bajra,2775,2025-05-31,2579.63,120330.7
Cereals,Barley,2150,2025-05-31,2018.78,142899.11
Cereals,Jowar,3699,2025-05-31,3986.42,20548.07
Cereals,Maize,2400,2025-05-31,2409.98,101802.67
Cereals,Paddy,2369,2025-05-31,2276.1,186588.33
Cereals,Ragi,4886,2025-05-31,5366.06,139457.02
Cereals,Wheat,2585,2025-05-31,2751.21,92370.14
Fibre Crops,Cotton,7710,2025-05-31,8683.76,138934.36
Oil Seeds,Copra,12100,2025-05-31,12931.2,172345.1
Oil Seeds,Groundnut,7263,2025-05-31,6770.72,161423.83
Oil Seeds,Mustard,6200,2025-05-31,5633.15,69101.12
Oil Seeds,Safflower,6540,2025-05-31,6217.47,195706.17
Oil Seeds,Sesamum,9846,2025-05-31,10899.14,140248.91
Oil Seeds,Soyabean,5328,2025-05-31,5690.93,112436.46
Oil Seeds,Sunflower,7721,2025-05-31,8756.6,99276.94
Pulses,Arhar,8000,2025-05-31,7713.24,32648.92
Pulses,Bengal Gram,5875,2025-05-31,6379.44,146902.06
Pulses,Black Gram,7800,2025-05-31,7529.39,5087.42
Pulses,Green Gram,8768,2025-05-31,9659.7,2333.03
Pulses,Lentil,7000,2025-05-31,7427.77,194052.91
Vegetables,Onion,0,2025-05-31,863.11,140988.96
Vegetables,Potato,0,2025-05-31,1335.47,193408.7
Vegetables,Tomato,0,2025-05-31,552.46,143704.87
Cereals,Bajra,2775,2025-06-01,3076.9,35892.16
Cereals,Barley,2150,2025-06-01,2343.5,110563.78
Cereals,Jowar,3699,2025-06-01,3584.21,26386.42
Cereals,Maize,2400,2025-06-01,2663.01,31496.78
Cereals,Paddy,2369,2025-06-01,2233.82,58044.6
Cereals,Ragi,4886,2025-06-01,5430.42,134556.96
Cereals,Wheat,2585,2025-06-01,2815.08,50131.06
Fibre Crops,Cotton,7710,2025-06-01,7998.83,114370.61
Oil Seeds,Copra,12100,2025-06-01,13308.17,181222.11
Oil Seeds,Groundnut,7263,2025-06-01,6200.04,134820.28
Oil Seeds,Mustard,6200,2025-06-01,5366.41,109794.29
Oil Seeds,Safflower,6540,2025-06-01,6123.34,61389.98
Oil Seeds,Sesamum,9846,2025-06-01,9411.67,124277.43
Oil Seeds,Soyabean,5328,2025-06-01,5062.75,146553.18
Oil Seeds,Sunflower,7721,2025-06-01,7499.86,13717.22
Pulses,Arhar,8000,2025-06-01,8681.02,57187.38
Pulses,Bengal Gram,5875,2025-06-01,5756.5,137104.5
Pulses,Black Gram,7800,2025-06-01,7407.95,11364.3
Pulses,Green Gram,8768,2025-06-01,8436.36,188892.49
Pulses,Lentil,7000,2025-06-01,7297.64,134312.26
Vegetables,Onion,0,2025-06-01,1030.03,83695.86
Vegetables,Potato,0,2025-06-01,1101.34,55606.66
Vegetables,Tomato,0,2025-06-01,760.49,196074.73
Cereals,Bajra,2775,2025-06-02,2414.95,103764.26
Cereals,Barley,2150,2025-06-02,1943.19,194136.78
Cereals,Jowar,3699,2025-06-02,3269.88,80750.02
Cereals,Maize,2400,2025-06-02,2571.28,140925.66
Cereals,Paddy,2369,2025-06-02,2314.08,69337.51
Cereals,Ragi,4886,2025-06-02,4735.92,52892.04
Cereals,Wheat,2585,2025-06-02,2356.49,96633.79
Fibre Crops,Cotton,7710,2025-06-02,7174.62,57527.96
Oil Seeds,Copra,12100,2025-06-02,12669.02,193709.04
Oil Seeds,Groundnut,7263,2025-06-02,7488.82,15442.04
Oil Seeds,Mustard,6200,2025-06-02,5410.59,190287.07
Oil Seeds,Safflower,6540,2025-06-02,6142.28,18458.79
Oil Seeds,Sesamum,9846,2025-06-02,10138.56,124748.57
Oil Seeds,Soyabean,5328,2025-06-02,5565.37,53517.04
Oil Seeds,Sunflower,7721,2025-06-02,6597.85,193004.82
Pulses,Arhar,8000,2025-06-02,7402.14,135221.46
Pulses,Bengal Gram,5875,2025-06-02,6239.19,122020.98
Pulses,Black Gram,7800,2025-06-02,7362.2,54255.7
Pulses,Green Gram,8768,2025-06-02,9024.91,173225.82
Pulses,Lentil,7000,2025-06-02,7938.14,21225.87
Vegetables,Onion,0,2025-06-02,742.2,147320.22
Vegetables,Potato,0,2025-06-02,1259.62,117537.79
Vegetables,Tomato,0,2025-06-02,1266.04,81659.93
Cereals,Bajra,2775,2025-06-03,2371.57,116606.07
Cereals,Barley,2150,2025-06-03,1990.75,90078.34
Cereals,Jowar,3699,2025-06-03,4206.78,79837.11
Cereals,Maize,2400,2025-06-03,2644.66,37748.69
Cereals,Paddy,2369,2025-06-03,2491.57,195402.54
Cereals,Ragi,4886,2025-06-03,4302.45,1713.57
Cereals,Wheat,2585,2025-06-03,2533.49,18570.47
Fibre Crops,Cotton,7710,2025-06-03,8284.51,182914.01
Oil Seeds,Copra,12100,2025-06-03,11860.5,51779.39
Oil Seeds,Groundnut,7263,2025-06-03,7120.07,144703.39
Oil Seeds,Mustard,6200,2025-06-03,5286.84,117911.33
Oil Seeds,Safflower,6540,2025-06-03,6762.28,127555.76
Oil Seeds,Sesamum,9846,2025-06-03,9083.98,142824.84
Oil Seeds,Soyabean,5328,2025-06-03,4674.88,39894.1
Oil Seeds,Sunflower,7721,2025-06-03,8595.33,147757.69
Pulses,Arhar,8000,2025-06-03,6832.99,49712.83
Pulses,Bengal Gram,5875,2025-06-03,5371.64,54197.73
Pulses,Black Gram,7800,2025-06-03,7209.29,12552.13
Pulses,Green Gram,8768,2025-06-03,8660.0,146560.06
Pulses,Lentil,7000,2025-06-03,7224.14,134590.69
Vegetables,Onion,0,2025-06-03,659.86,167706.44
Vegetables,Potato,0,2025-06-03,1431.55,186545.47
Vegetables,Tomato,0,2025-06-03,950.36,123375.88
Cereals,Bajra,2775,2025-06-04,2977.2,147596.58
Cereals,Barley,2150,2025-06-04,2163.83,13738.32
Cereals,Jowar,3699,2025-06-04,3555.97,184157.28
Cereals,Maize,2400,2025-06-04,2460.8,107689.47
Cereals,Paddy,2369,2025-06-04,2204.72,73721.36
Cereals,Ragi,4886,2025-06-04,5465.5,133309.29
Cereals,Wheat,2585,2025-06-04,2807.87,90896.37
Fibre Crops,Cotton,7710,2025-06-04,8011.26,49714.3
Oil Seeds,Copra,12100,2025-06-04,12845.82,85548.89
Oil Seeds,Groundnut,7263,2025-06-04,7137.81,129882.0
Oil Seeds,Mustard,6200,2025-06-04,7011.48,12848.07
Oil Seeds,Safflower,6540,2025-06-04,7177.15,58512.0
Oil Seeds,Sesamum,9846,2025-06-04,9680.35,4431.57
Oil Seeds,Soyabean,5328,2025-06-04,5009.99,100551.12
Oil Seeds,Sunflower,7721,2025-06-04,6692.97,98244.59
Pulses,Arhar,8000,2025-06-04,9025.07,21123.37
Pulses,Bengal Gram,5875,2025-06-04,6341.08,81963.73
Pulses,Black Gram,7800,2025-06-04,8163.11,52084.31
Pulses,Green Gram,8768,2025-06-04,7872.33,32134.5
Pulses,Lentil,7000,2025-06-04,6098.03,37170.06
Vegetables,Onion,0,2025-06-04,1297.53,162834.43
Vegetables,Potato,0,2025-06-04,1046.63,57873.03
Vegetables,Tomato,0,2025-06-04,749.06,103025.38
Cereals,Bajra,2775,2025-06-05,2804.6,71409.35
Cereals,Barley,2150,2025-06-05,2055.69,165719.69
Cereals,Jowar,3699,2025-06-05,4020.03,61593.78
Cereals,Maize,2400,2025-06-05,2697.93,190565.36
Cereals,Paddy,2369,2025-06-05,2245.87,70917.27
Cereals,Ragi,4886,2025-06-05,4894.26,188227.11
Cereals,Wheat,2585,2025-06-05,2876.84,20558.46
Fibre Crops,Cotton,7710,2025-06-05,7461.89,110696.57
Oil Seeds,Copra,12100,2025-06-05,12111.37,38812.92
Oil Seeds,Groundnut,7263,2025-06-05,8044.83,135404.31
Oil Seeds,Mustard,6200,2025-06-05,6828.51,171759.92
Oil Seeds,Safflower,6540,2025-06-05,7027.27,87870.16
Oil Seeds,Sesamum,9846,2025-06-05,10172.53,32115.06
Oil Seeds,Soyabean,5328,2025-06-05,5605.55,35891.69
Oil Seeds,Sunflower,7721,2025-06-05,8170.25,45958.15
Pulses,Arhar,8000,2025-06-05,7082.12,33098.63
Pulses,Bengal Gram,5875,2025-06-05,4997.26,143761.99
Pulses,Black Gram,7800,2025-06-05,8343.82,103010.92
Pulses,Green Gram,8768,2025-06-05,7877.25,16756.69
Pulses,Lentil,7000,2025-06-05,5990.17,33191.35
Vegetables,Onion,0,2025-06-05,1283.01,70886.55
Vegetables,Potato,0,2025-06-05,554.93,103868.95
Vegetables,Tomato,0,2025-06-05,1023.13,11593.55
Cereals,Bajra,2775,2025-06-06,2684.28,46878.96
Cereals,Barley,2150,2025-06-06,1969.11,191974.57
Cereals,Jowar,3699,2025-06-06,3828.06,111397.84
Cereals,Maize,2400,2025-06-06,2339.36,85817.42
Cereals,Paddy,2369,2025-06-06,2398.07,139301.14
Cereals,Ragi,4886,2025-06-06,5182.31,34380.2
Cereals,Wheat,2585,2025-06-06,2585.09,82421.02
Fibre Crops,Cotton,7710,2025-06-06,8567.03,126302.21
Oil Seeds,Copra,12100,2025-06-06,12217.99,23123.16
Oil Seeds,Groundnut,7263,2025-06-06,7493.17,23484.92
Oil Seeds,Mustard,6200,2025-06-06,5897.2,28611.25
Oil Seeds,Safflower,6540,2025-06-06,6916.85,41290.11
Oil Seeds,Sesamum,9846,2025-06-06,9526.57,179140.17
Oil Seeds,Soyabean,5328,2025-06-06,4855.38,101585.62
Oil Seeds,Sunflower,7721,2025-06-06,7534.01,3673.9
Pulses,Arhar,8000,2025-06-06,8702.62,13855.73
Pulses,Bengal Gram,5875,2025-06-06,5829.62,112157.63
Pulses,Black Gram,7800,2025-06-06,8100.52,137741.89
Pulses,Green Gram,8768,2025-06-06,8119.01,2045.26
Pulses,Lentil,7000,2025-06-06,7469.23,107154.54
Vegetables,Onion,0,2025-06-06,1464.94,168673.07
Vegetables,Potato,0,2025-06-06,935.93,158322.06
Vegetables,Tomato,0,2025-06-06,860.95,171002.06
Cereals,Bajra,2775,2025-06-07,3093.48,93288.64
Cereals,Barley,2150,2025-06-07,1876.33,77595.83
Cereals,Jowar,3699,2025-06-07,4035.84,180359.72
Cereals,Maize,2400,2025-06-07,2186.5,13441.37
Cereals,Paddy,2369,2025-06-07,2637.18,77911.52
Cereals,Ragi,4886,2025-06-07,4947.21,193614.76
Cereals,Wheat,2585,2025-06-07,2248.87,129681.19
Fibre Crops,Cotton,7710,2025-06-07,6724.91,75125.01
Oil Seeds,Copra,12100,2025-06-07,13202.85,86722.77
Oil Seeds,Groundnut,7263,2025-06-07,8346.31,111833.9
Oil Seeds,Mustard,6200,2025-06-07,5867.36,44061.26
Oil Seeds,Safflower,6540,2025-06-07,6246.72,74538.03
Oil Seeds,Sesamum,9846,2025-06-07,8572.07,73946.36
Oil Seeds,Soyabean,5328,2025-06-07,5270.84,144561.41
Oil Seeds,Sunflower,7721,2025-06-07,8084.03,141767.69
Pulses,Arhar,8000,2025-06-07,6820.07,43572.6
Pulses,Bengal Gram,5875,2025-06-07,6159.97,96823.67
Pulses,Black Gram,7800,2025-06-07,6642.43,160908.7
Pulses,Green Gram,8768,2025-06-07,9485.6,109706.41
Pulses,Lentil,7000,2025-06-07,6089.57,153314.68
Vegetables,Onion,0,2025-06-07,1175.38,150361.81
Vegetables,Potato,0,2025-06-07,1310.04,28107.89
Vegetables,Tomato,0,2025-06-07,1213.49,148463.52
Cereals,Bajra,2775,2025-06-08,2500.18,39035.29
Cereals,Barley,2150,2025-06-08,2401.81,150008.06
Cereals,Jowar,3699,2025-06-08,4152.01,151755.13
Cereals,Maize,2400,2025-06-08,2469.95,130843.84
Cereals,Paddy,2369,2025-06-08,2645.55,115782.41
Cereals,Ragi,4886,2025-06-08,5080.06,31337.52
Cereals,Wheat,2585,2025-06-08,2564.78,143293.6
Fibre Crops,Cotton,7710,2025-06-08,7180.19,40490.72
Oil Seeds,Copra,12100,2025-06-08,11424.19,48338.05
Oil Seeds,Groundnut,7263,2025-06-08,6641.82,84998.93
Oil Seeds,Mustard,6200,2025-06-08,6958.58,101436.58
Oil Seeds,Safflower,6540,2025-06-08,5927.7,15440.49
Oil Seeds,Sesamum,9846,2025-06-08,10425.41,76590.61
Oil Seeds,Soyabean,5328,2025-06-08,5842.41,131919.18
Oil Seeds,Sunflower,7721,2025-06-08,8407.18,54425.61
Pulses,Arhar,8000,2025-06-08,8461.66,52849.19
Pulses,Bengal Gram,5875,2025-06-08,6648.86,127293.04
Pulses,Black Gram,7800,2025-06-08,7389.36,53938.9
